Date,Open,High,Low,Close,Adj Close,Volume
2020-07-01,203.139999,206.350006,201.770004,204.699997,200.668991,32061200
2020-07-02,205.679993,208.020004,205.000000,206.259995,202.198257,29315800
2020-07-06,208.830002,211.130005,208.089996,210.699997,206.550827,31897600
2020-07-07,210.449997,214.669998,207.990005,208.250000,204.149094,33600700
2020-07-08,210.070007,213.259995,208.690002,212.830002,208.638916,33600000
2020-07-09,216.330002,216.380005,211.470001,214.320007,210.099548,33121700
2020-07-10,213.619995,214.080002,211.080002,213.669998,209.462341,26177600
2020-07-13,214.479996,215.800003,206.500000,207.070007,202.992310,38135600
2020-07-14,206.130005,208.850006,202.029999,208.350006,204.247116,37591800
2020-07-15,209.559998,211.330002,205.029999,208.039993,203.943222,32179400
2020-07-16,205.399994,205.699997,202.309998,203.919998,199.904358,29940700
2020-07-17,204.470001,205.039993,201.389999,202.880005,198.884842,31635300
2020-07-20,205.000000,212.300003,203.009995,211.600006,207.433136,36884800
2020-07-21,213.660004,213.940002,208.029999,208.750000,204.639221,37990400
2020-07-22,209.199997,212.300003,208.389999,211.750000,207.580154,49605700
2020-07-23,207.190002,210.919998,202.149994,202.539993,198.551514,67457000
2020-07-24,200.419998,202.860001,197.509995,201.300003,197.335953,39827000
2020-07-27,201.470001,203.970001,200.860001,203.850006,199.835739,30160900
2020-07-28,203.610001,204.699997,201.740005,202.020004,198.041779,23251400
2020-07-29,202.500000,204.649994,202.009995,204.059998,200.041595,19632600
2020-07-30,201.000000,204.460007,199.570007,203.899994,199.884750,25079600
2020-07-31,204.399994,205.100006,199.009995,205.009995,200.972885,51044000
2020-08-03,211.520004,217.639999,210.440002,216.539993,212.275833,78983000
2020-08-04,214.169998,214.770004,210.309998,213.289993,209.089828,49280100
2020-08-05,214.899994,215.000000,211.570007,212.940002,208.746735,28806400
2020-08-06,212.339996,216.369995,211.550003,216.350006,212.089569,32656800
2020-08-07,214.850006,215.699997,210.929993,212.479996,208.295792,27820400
2020-08-10,211.669998,211.880005,206.350006,208.250000,204.149094,36716500
2020-08-11,207.160004,207.649994,203.139999,203.380005,199.375000,36446500
2020-08-12,205.289993,210.279999,204.750000,209.190002,205.070572,28013100
2020-08-13,209.440002,211.350006,208.149994,208.699997,204.590225,22588900
2020-08-14,208.759995,209.589996,207.509995,208.899994,204.786285,17958900
2020-08-17,209.600006,211.190002,208.919998,210.279999,206.139114,20184800
2020-08-18,210.529999,212.360001,209.210007,211.490005,207.325287,21336200
2020-08-19,211.490005,212.100006,209.250000,209.699997,206.067444,27627600
2020-08-20,209.539993,215.000000,208.910004,214.580002,210.862930,26981500
2020-08-21,213.860001,216.250000,212.850006,213.020004,209.329956,36249300
2020-08-24,214.789993,215.520004,212.429993,213.690002,209.988327,25460100
2020-08-25,213.100006,216.610001,213.100006,216.470001,212.720169,23043700
2020-08-26,217.880005,222.089996,217.360001,221.149994,217.319122,39600800
2020-08-27,222.889999,231.149994,219.399994,226.580002,222.655060,57602200
2020-08-28,228.179993,230.639999,226.580002,228.910004,224.944702,26292900
2020-08-31,227.000000,228.699997,224.309998,225.529999,221.623245,28774200
2020-09-01,225.509995,227.449997,224.429993,227.270004,223.333115,25725500
2020-09-02,227.970001,232.860001,227.350006,231.649994,227.637222,34080800
2020-09-03,229.270004,229.309998,214.960007,217.300003,213.535812,58400300
2020-09-04,215.100006,218.360001,205.190002,214.250000,210.538620,59664100
2020-09-08,206.500000,210.029999,202.199997,202.660004,199.149414,52924300
2020-09-09,207.600006,214.839996,206.699997,211.289993,207.629898,45679000
2020-09-10,213.399994,214.740005,204.110001,205.369995,201.812469,35461500
2020-09-11,207.199997,208.630005,201.240005,204.029999,200.495667,33620100
2020-09-14,204.240005,209.199997,204.029999,205.410004,201.851776,30375800
2020-09-15,208.419998,209.779999,206.929993,208.779999,205.163391,21823900
2020-09-16,210.619995,210.649994,204.639999,205.050003,201.498016,26328100
2020-09-17,200.050003,204.330002,199.960007,202.910004,199.395081,34011300
2020-09-18,202.800003,203.649994,196.250000,200.389999,196.918732,55225300
2020-09-21,197.190002,202.710007,196.380005,202.539993,199.031479,39839700
2020-09-22,205.059998,208.100006,202.080002,207.419998,203.826965,33517100
2020-09-23,207.899994,208.100006,200.029999,200.589996,197.115280,30803800
2020-09-24,199.850006,205.570007,199.199997,203.190002,199.670242,31202500
2020-09-25,203.550003,209.039993,202.539993,207.820007,204.220032,29437300
2020-09-28,210.880005,212.570007,208.059998,209.440002,205.811966,32004900
2020-09-29,209.350006,210.070007,206.809998,207.259995,203.669724,24221900
2020-09-30,207.729996,211.979996,206.539993,210.330002,206.686554,33829100
2020-10-01,213.490005,213.990005,211.320007,212.460007,208.779663,27158400
2020-10-02,208.000000,210.990005,205.539993,206.190002,202.618271,33154800
2020-10-05,207.220001,210.410004,206.979996,210.380005,206.735687,21331600
2020-10-06,208.820007,210.179993,204.820007,205.910004,202.343124,28554300
2020-10-07,207.059998,210.110001,206.720001,209.830002,206.195221,25681100
2020-10-08,210.509995,211.190002,208.320007,210.580002,206.932205,19925800
2020-10-09,211.229996,215.860001,211.229996,215.809998,212.071640,26458000
2020-10-12,218.789993,223.860001,216.809998,221.399994,217.564789,40461400
2020-10-13,222.720001,225.210007,220.429993,222.860001,218.999527,28950800
2020-10-14,223.000000,224.220001,219.130005,220.860001,217.034134,23421700
2020-10-15,217.100006,220.360001,216.009995,219.660004,215.854935,22733100
2020-10-16,220.149994,222.289993,219.320007,219.660004,215.854935,26057900
2020-10-19,220.419998,222.300003,213.720001,214.220001,210.509171,27625800
2020-10-20,215.800003,217.369995,213.089996,214.649994,210.931717,22753500
2020-10-21,213.119995,216.919998,213.119995,214.800003,211.079132,22724900
2020-10-22,213.929993,216.059998,211.699997,214.889999,211.167557,22351500
2020-10-23,215.029999,216.279999,213.160004,216.229996,212.484329,18879600
2020-10-26,213.850006,216.339996,208.100006,210.080002,206.440857,37111600
2020-10-27,211.589996,214.669998,210.330002,213.250000,209.555969,36700300
2020-10-28,207.669998,208.839996,202.100006,202.679993,199.169052,51195600
2020-10-29,204.070007,207.360001,203.369995,204.720001,201.173721,31432600
2020-10-30,203.500000,204.289993,199.619995,202.470001,198.962708,36953700
2020-11-02,204.289993,205.279999,200.119995,202.330002,198.825134,30842200
2020-11-03,203.889999,208.119995,203.119995,206.429993,202.854095,27512000
2020-11-04,214.020004,218.320007,212.419998,216.389999,212.641571,42311800
2020-11-05,222.039993,224.119995,221.149994,223.289993,219.422043,36080100
2020-11-06,222.259995,224.360001,218.029999,223.720001,219.844604,25231900
2020-11-09,224.440002,228.119995,217.880005,218.389999,214.606918,44395000
2020-11-10,214.500000,216.500000,209.720001,211.009995,207.354782,44045100
2020-11-11,212.389999,218.039993,212.199997,216.550003,212.798782,29440800
2020-11-12,217.210007,219.110001,214.460007,215.440002,211.708038,21593900
2020-11-13,216.360001,217.419998,214.160004,216.509995,212.759491,18621100
2020-11-16,214.869995,217.740005,214.520004,217.229996,213.467041,24953300
2020-11-17,216.100006,217.679993,214.080002,214.460007,210.744995,24154100
2020-11-18,213.649994,215.169998,210.929993,211.080002,207.966614,28372800
2020-11-19,211.380005,213.029999,209.929993,212.419998,209.286819,24792700
2020-11-20,212.199997,213.289993,210.000000,210.389999,207.286789,22843100
2020-11-23,210.949997,212.289993,208.160004,210.110001,207.010910,25683500
2020-11-24,209.589996,214.250000,208.860001,213.860001,210.705597,33979700
2020-11-25,215.110001,215.289993,212.460007,213.869995,210.715454,21012900
2020-11-27,214.850006,216.270004,214.039993,215.229996,212.055374,14512200
2020-11-30,214.100006,214.759995,210.839996,214.070007,210.912506,33064800
2020-12-01,214.509995,217.320007,213.350006,216.210007,213.020935,30904500
2020-12-02,214.880005,215.470001,212.800003,215.369995,212.193329,23724500
2020-12-03,214.610001,216.380005,213.649994,214.240005,211.080002,25120900
2020-12-04,214.220001,215.380005,213.179993,214.360001,211.198242,24666000
2020-12-07,214.369995,215.539993,212.990005,214.289993,211.129227,24620000
2020-12-08,213.970001,216.949997,212.889999,216.009995,212.823883,23284100
2020-12-09,215.160004,215.229996,211.210007,211.800003,208.675964,32440600
2020-12-10,211.770004,213.080002,210.360001,210.520004,207.414871,26733300
2020-12-11,210.050003,213.320007,209.110001,213.259995,210.114456,30979400
2020-12-14,213.100006,216.210007,212.880005,214.199997,211.040588,28798400
2020-12-15,215.169998,215.419998,212.240005,214.130005,210.971619,27000600
2020-12-16,214.750000,220.110001,214.720001,219.279999,216.045639,35023300
2020-12-17,219.869995,220.889999,217.919998,219.419998,216.183594,32515800
2020-12-18,218.589996,219.690002,216.020004,218.589996,215.365829,63354900
2020-12-21,217.550003,224.000000,217.279999,222.589996,219.306839,37181900
2020-12-22,222.690002,225.630005,221.850006,223.940002,220.636902,22612200
2020-12-23,223.110001,223.559998,220.800003,221.020004,217.759995,18699600
2020-12-24,221.419998,223.610001,221.199997,222.750000,219.464462,10550600
2020-12-28,224.449997,226.029999,223.020004,224.960007,221.641876,17933500
2020-12-29,226.309998,227.179993,223.580002,224.149994,220.843826,17403200
2020-12-30,225.229996,225.630005,221.470001,221.679993,218.410278,20272300
2020-12-31,221.699997,223.000000,219.679993,222.419998,219.139328,20942100
2021-01-04,222.529999,223.000000,214.809998,217.690002,214.479111,37130100
2021-01-05,217.259995,218.520004,215.699997,217.899994,214.685989,23823000
2021-01-06,212.169998,216.490005,211.940002,212.250000,209.119339,35930700
2021-01-07,214.039993,219.339996,213.710007,218.289993,215.070251,27694500
2021-01-08,218.679993,220.580002,217.029999,219.619995,216.380630,22956200
2021-01-11,218.470001,218.910004,216.729996,217.490005,214.282059,23031300
2021-01-12,216.500000,217.100006,213.320007,214.929993,211.759811,23249300
2021-01-13,214.020004,216.759995,213.929993,216.339996,213.149017,20087100
2021-01-14,215.910004,217.460007,212.740005,213.020004,209.877991,29480800
2021-01-15,213.520004,214.509995,212.029999,212.649994,209.513443,31746500
2021-01-19,213.750000,216.979996,212.630005,216.440002,213.247543,30480900
2021-01-20,217.699997,225.789993,217.289993,224.339996,221.031021,37777300
2021-01-21,224.699997,226.300003,222.419998,224.970001,221.651718,30709400
2021-01-22,227.080002,230.070007,225.800003,225.949997,222.617264,30172700
2021-01-25,229.119995,229.779999,224.220001,229.529999,226.144455,33152100
2021-01-26,231.860001,234.179993,230.080002,232.330002,228.903168,49169600
2021-01-27,238.000000,240.440002,230.139999,232.899994,229.464767,69870600
2021-01-28,235.610001,242.639999,235.089996,238.929993,235.405807,49111200
2021-01-29,235.990005,238.020004,231.350006,231.960007,228.538620,42503100
2021-02-01,235.059998,242.500000,232.429993,239.649994,236.115189,33314200
